timestamp,value,score,year,month,day,hour,minute
2021-01-08 08:42:16,8.41,1.660539701,2021,1,8,8,42
2021-01-08 08:45:15,8.38,1.6321414796,2021,1,8,8,45
2021-01-08 08:48:16,8.35,1.6283202006,2021,1,8,8,48
2021-01-08 08:51:16,8.37,1.6333681394,2021,1,8,8,51
2021-01-08 08:54:16,8.39,1.6389977742,2021,1,8,8,54
2021-01-08 08:57:16,8.33,1.6405729194,2021,1,8,8,57
2021-01-08 09:00:16,8.34,1.6306778885,2021,1,8,9,0
2021-01-08 09:03:16,8.37,1.5640704869,2021,1,8,9,3
2021-01-08 09:06:16,8.45,1.5784981114,2021,1,8,9,6
2021-01-08 09:09:15,8.42,1.577216165,2021,1,8,9,9
2021-01-08 09:12:16,8.41,1.5732949906,2021,1,8,9,12
2021-01-08 09:15:16,8.43,1.5725260269,2021,1,8,9,15
2021-01-08 09:18:16,8.48,1.5723117144,2021,1,8,9,18
2021-01-08 09:21:16,8.5,1.5808403643,2021,1,8,9,21
2021-01-08 09:24:16,8.62,1.5844310431,2021,1,8,9,24
2021-01-08 09:27:16,8.69,1.5963122868,2021,1,8,9,27
2021-01-08 09:30:16,8.56,1.6161972481,2021,1,8,9,30
2021-01-08 09:33:16,8.61,1.6225821023,2021,1,8,9,33
2021-01-08 09:36:15,8.62,1.61823226,2021,1,8,9,36
2021-01-08 09:39:16,8.68,1.6174742446,2021,1,8,9,39
2021-01-08 09:42:15,8.73,1.6241381154,2021,1,8,9,42
2021-01-08 09:45:16,8.71,1.6239759757,2021,1,8,9,45
2021-01-08 09:48:15,8.67,1.5986616444,2021,1,8,9,48
2021-01-08 09:51:16,8.66,1.5916168151,2021,1,8,9,51
2021-01-08 09:54:15,8.56,1.6105073463,2021,1,8,9,54
2021-01-08 09:57:16,8.67,1.6114578644,2021,1,8,9,57
2021-01-08 10:00:16,8.72,1.6172110396,2021,1,8,10,0
2021-01-08 10:03:16,8.53,1.6275556952,2021,1,8,10,3
2021-01-08 10:06:16,8.59,1.6250571891,2021,1,8,10,6
2021-01-08 10:09:16,8.38,1.6171005654,2021,1,8,10,9
2021-01-08 10:12:15,8.39,1.6115811273,2021,1,8,10,12
2021-01-08 10:15:16,8.39,1.5919251375,2021,1,8,10,15
2021-01-08 10:18:15,8.36,1.5840619263,2021,1,8,10,18
2021-01-08 10:21:16,8.33,1.593477025,2021,1,8,10,21
2021-01-08 10:24:16,8.32,1.5524424988,2021,1,8,10,24
